Unnamed: 0,ID_POM,PROFIL_RFX,PS,CODE_IRIS,TYPE_LOG,CODE_INSEE,conso_moy
17071,8154968,RES1,6.0,92060000,0.0,9206,441
17097,1532038,RES11,9.0,60290103,0.0,6029,3450
17103,2481808,RES11,9.0,42050000,0.0,4205,0
17164,2845678,RES2,9.0,60882801,0.0,6088,6440
17165,1551018,RES3,30.0,60290106,1.0,6029,70138
17174,2374728,RES1,6.0,50610103,0.0,5061,3166
17175,2631218,RES2,6.0,60881902,0.0,6088,155
17201,1623108,RES2,6.0,60290106,0.0,6029,754
17207,20186378,RES1,3.0,31900103,1.0,3190,81
17245,2479878,RES2,9.0,42050000,1.0,4205,7611
17271,2863208,RES2,6.0,60882704,0.0,6088,10234
17277,2415818,RES1,3.0,41610000,1.0,4161,1004
17322,2997588,RES2,6.0,61470000,0.0,6147,8149
17357,2396438,RES2,9.0,41950000,0.0,4195,4064
17395,83472218,RES11,9.0,61380000,,6138,1391
17409,3054208,RES1,6.0,60881309,0.0,6088,2459
17414,2456368,RES11,9.0,40330000,1.0,4033,3342
17440,3157158,RES2,6.0,60882602,0.0,6088,981
17444,20233478,RES1,6.0,30950102,0.0,3095,6149
17474,3063248,RES2,9.0,60460000,1.0,6046,37849
17532,8025938,RES11,9.0,91220101,0.0,9122,30005
17580,2894809,RES1,6.0,60880401,0.0,6088,6047
17594,2770039,RES2,6.0,60882503,0.0,6088,7657
17599,1798539,RES1,6.0,60290121,0.0,6029,844
17629,2461669,RES1,6.0,50610110,0.0,5061,4955
17665,2658749,RES2,9.0,60882203,0.0,6088,15973
17682,2510099,RES1,6.0,40190000,0.0,4019,969
17703,3013859,RES2,9.0,61140000,0.0,6114,29009
17722,8179219,RES1,6.0,92060000,1.0,9206,1116
17724,1672709,RES1,6.0,60290111,0.0,6029,3718
17755,3109989,RES1,6.0,60882501,0.0,6088,3304
17780,1497439,RES1,6.0,60290101,0.0,6029,6957
17896,2641119,RES2,6.0,60882701,0.0,6088,1709
17937,8037259,RES1,6.0,91420000,1.0,9142,2706
